Animal_Id;animal_type;animal_breed;Kennel_Number;Kennel_Status;Tag_Type;Activity_Number;Activity_Sequence;Source_Id;Census_Tract;Council_District;intake_type;Intake_Subtype;Reason;Staff_Id;intake_date;intake_time;Due_Out;intake_condition;Hold_Request;Outcome_Type;Outcome_Date;Outcome_Time;Receipt_Number;Impound_Number;Service_Request_Number;Outcome_Condition;chip_status;Animal_Origin;Additional_Information;animal_stay_days;Month;Year;;;;;;;;;;;;;;;;
A1031644;OFFSET_2;PIT;BULL;ID02A;IMPOUNDED;1;P0884842;11300;3;OWNER;SURRENDER;GENERAL;PERSNLISSU;CBM;5/22/2019;00:00;11:20:00;5/29/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;POSSIBLY;OWNED;OTHER;00:00:00;K19-462331;SCAN;CHIP;OVER;THE;COUNTER;0;FY2017;NEXT_FY;;;;;;;;;;;;;
A1068582;OFFSET_2;PIT;BULL;INJD;4;IMPOUNDED;A19-174313;1;P0884811;5500;4;OWNER;SURRENDER;GENERAL;MEDICAL;LH1724;5/22/2019;00:00;00:09:00;5/22/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;OTHER;00:00:00;K19-462257;SCAN;NO;CHIP;FIELD;0;FY2017;NEXT_FY;;;;;;;;;;;;;;
A1057564;OFFSET_2;LABRADOR;RETR;PSOFFSET_2;14;AVAILABLE;A19-153118;1;P9991704;6401;1;STRAY;AT;LARGE;OTHRINTAKS;AS1579;02/06/2019;00:00;10:15:00;02/10/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-449134;SCAN;NO;CHIP;SWEEP;FREE;ADOPTION;105;FY2017;NEXT_FY;;;;;;;;;;
A1065466;OFFSET_2;GERM;SHEPHERD;LOST;IMPOUNDED;0;P881404;STRAY;WEB;WEB;2/19/2019;00:00;13:47:00;3/30/2019;00:00;NORMAL;OTHER;00:00:00;K19-458448;92;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1059194;OFFSET_2;PIT;BULL;PAWS;14;AVAILABLE;A19-156169;1;P0873251;9101;5;STRAY;AT;LARGE;AR1758;2/22/2019;00:00;15:56:00;2/26/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-450998;SCAN;NO;CHIP;FIELD;FREE;ADOPTION;89;FY2017;NEXT_FY;;;;;;;;;;;
A1065444;OFFSET_2;POMERANIAN;LOST;IMPOUNDED;0;P881382;STRAY;WEB;WEB;2/23/2019;00:00;13:47:00;3/26/2019;00:00;NORMAL;OTHER;00:00:00;K19-458426;88;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065563;OFFSET_2;LABRADOR;RETR;LOST;IMPOUNDED;0;P881501;STRAY;WEB;WEB;2/26/2019;00:00;13:47:00;4/16/2019;00:00;NORMAL;OTHER;00:00:00;K19-458545;85;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062118;OFFSET_2;POODLE;STND;LOST;IMPOUNDED;0;P877435;STRAY;WEB;WEB;2/26/2019;00:00;11:05:00;3/15/2019;00:00;NORMAL;OTHER;00:00:00;K19-454490;85;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062113;OFFSET_2;SIBERIAN;HUSKY;LOST;IMPOUNDED;0;P877430;STRAY;WEB;WEB;2/27/2019;00:00;11:05:00;3/15/2019;00:00;NORMAL;OTHER;00:00:00;K19-454485;84;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1059604;OFFSET_2;LABRADOR;RETR;PSOFFSET_2;5;AVAILABLE;A19-157141;1;P9991763;11702;8;STRAY;AT;LARGE;OTHRINTAKS;DL1763;2/27/2019;00:00;20:30:00;03/03/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-451530;SCAN;NO;CHIP;FIELD;FREE;ADOPTION;84;FY2017;NEXT_FY;;;;;;;;;;
A1059655;OFFSET_2;PIT;BULL;PSOFFSET_2;8;AVAILABLE;1;P0874014;20500;6;STRAY;AT;LARGE;OTHRINTAKS;BW;2/28/2019;00:00;12:20:00;03/04/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-451590;SCAN;NO;CHIP;OVER;THE;COUNTER;83;FY2017;NEXT_FY;;;;;;;;;;;
A1065462;OFFSET_2;POMERANIAN;LOST;IMPOUNDED;0;P881400;STRAY;WEB;WEB;03/01/2019;00:00;13:47:00;3/29/2019;00:00;NORMAL;OTHER;00:00:00;K19-458444;82;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062181;OFFSET_2;MASTIFF;LOST;IMPOUNDED;0;P877498;STRAY;WEB;WEB;03/03/2019;00:00;11:05:00;3/24/2019;00:00;NORMAL;OTHER;00:00:00;K19-454553;80;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065434;OFFSET_2;MASTIFF;LOST;IMPOUNDED;0;P881372;STRAY;WEB;WEB;03/03/2019;00:00;13:47:00;3/24/2019;00:00;NORMAL;OTHER;00:00:00;K19-458416;80;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;;
A1059963;OFFSET_2;PIT;BULL;PSOFFSET_2;10;AVAILABLE;A19-157828;1;P9991765;11101;3;STRAY;CONFINED;OTHRINTAKS;RK1765;03/03/2019;00:00;16:01:00;03/07/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-451966;SCAN;NO;CHIP;FIELD;80;FY2017;NEXT_FY;;;;;;;;;;;;;
A1062094;OFFSET_2;CHIHUAHUA;SH;LOST;IMPOUNDED;0;P877411;STRAY;WEB;WEB;03/04/2019;00:00;11:05:00;3/13/2019;00:00;NORMAL;OTHER;00:00:00;K19-454466;79;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062110;OFFSET_2;YORKSHIRE;TERR;LOST;IMPOUNDED;0;P877427;STRAY;WEB;WEB;03/08/2019;00:00;11:05:00;3/15/2019;00:00;NORMAL;OTHER;00:00:00;K19-454482;75;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062158;OFFSET_2;GREAT;PYRENEES;LOST;IMPOUNDED;0;P877475;STRAY;WEB;WEB;03/08/2019;00:00;11:05:00;3/20/2019;00:00;NORMAL;OTHER;00:00:00;K19-454530;75;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062167;OFFSET_2;HAVANESE;LOST;IMPOUNDED;0;P877484;STRAY;WEB;WEB;03/08/2019;00:00;11:05:00;3/22/2019;00:00;NORMAL;OTHER;00:00:00;K19-454539;75;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062172;OFFSET_2;CHIHUAHUA;SH;LOST;IMPOUNDED;0;P877489;STRAY;WEB;WEB;03/10/2019;00:00;11:05:00;3/24/2019;00:00;NORMAL;OTHER;00:00:00;K19-454544;73;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062092;OFFSET_2;PIT;BULL;FOUND;IMPOUNDED;0;P877409;STRAY;WEB;WEB;03/10/2019;00:00;11:05:00;3/13/2019;00:00;NORMAL;OTHER;00:00:00;K19-454464;73;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062069;OFFSET_2;LABRADOR;RETR;FOUND;IMPOUNDED;0;P877386;STRAY;WEB;WEB;03/10/2019;00:00;11:05:00;03/11/2019;00:00;NORMAL;OTHER;00:00:00;K19-454441;73;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062068;OFFSET_2;AM;PIT;BULL;TER;LOST;IMPOUNDED;0;P877385;STRAY;WEB;WEB;03/10/2019;00:00;11:05:00;03/10/2019;00:00;NORMAL;OTHER;00:00:00;K19-454440;73;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;
A1062152;OFFSET_2;CHIHUAHUA;SH;LOST;IMPOUNDED;0;P877469;STRAY;WEB;WEB;03/11/2019;00:00;11:05:00;3/19/2019;00:00;NORMAL;OTHER;00:00:00;K19-454524;72;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062109;OFFSET_2;SCHNAUZER;MIN;FOUND;IMPOUNDED;0;P877426;STRAY;WEB;WEB;03/11/2019;00:00;11:05:00;3/15/2019;00:00;NORMAL;OTHER;00:00:00;K19-454481;72;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062131;OFFSET_2;GOLDEN;RETR;LOST;IMPOUNDED;0;P877448;STRAY;WEB;WEB;03/11/2019;00:00;11:05:00;3/17/2019;00:00;NORMAL;OTHER;00:00:00;K19-454503;72;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062136;OFFSET_2;GOLDEN;RETR;FOUND;IMPOUNDED;0;P877453;STRAY;WEB;WEB;03/11/2019;00:00;11:05:00;3/17/2019;00:00;NORMAL;OTHER;00:00:00;K19-454508;72;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062111;OFFSET_2;GOLDEN;RETR;FOUND;IMPOUNDED;0;P877428;STRAY;WEB;WEB;03/11/2019;00:00;11:05:00;3/15/2019;00:00;NORMAL;OTHER;00:00:00;K19-454483;72;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062135;OFFSET_2;GOLDEN;RETR;FOUND;IMPOUNDED;0;P877452;STRAY;WEB;WEB;03/11/2019;00:00;11:05:00;3/17/2019;00:00;NORMAL;OTHER;00:00:00;K19-454507;72;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062097;OFFSET_2;WELSH;CORGI;CAR;FOUND;IMPOUNDED;0;P877414;STRAY;WEB;WEB;03/12/2019;00:00;11:05:00;3/13/2019;00:00;NORMAL;OTHER;00:00:00;K19-454469;71;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;
A1062091;OFFSET_2;SHIH;TZU;LOST;IMPOUNDED;0;P877408;STRAY;WEB;WEB;03/12/2019;00:00;11:05:00;3/13/2019;00:00;NORMAL;OTHER;00:00:00;K19-454463;71;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062106;OFFSET_2;BICHON;FRISE;LOST;IMPOUNDED;0;P877423;STRAY;WEB;WEB;03/12/2019;00:00;11:05:00;3/15/2019;00:00;NORMAL;OTHER;00:00:00;K19-454478;71;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062095;OFFSET_2;PLOTT;HOUND;FOUND;IMPOUNDED;0;P877412;STRAY;WEB;WEB;03/12/2019;00:00;11:05:00;3/13/2019;00:00;NORMAL;OTHER;00:00:00;K19-454467;71;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062119;OFFSET_2;POINTER;LOST;IMPOUNDED;0;P877436;STRAY;WEB;WEB;03/12/2019;00:00;11:05:00;3/15/2019;00:00;NORMAL;OTHER;00:00:00;K19-454491;71;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062093;OFFSET_2;CAIRN;TERRIER;LOST;IMPOUNDED;0;P877410;STRAY;WEB;WEB;03/12/2019;00:00;11:05:00;3/13/2019;00:00;NORMAL;OTHER;00:00:00;K19-454465;71;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062105;OFFSET_2;CAIRN;TERRIER;FOUND;IMPOUNDED;0;P877422;STRAY;WEB;WEB;3/13/2019;00:00;11:05:00;3/14/2019;00:00;NORMAL;OTHER;00:00:00;K19-454477;70;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062102;OFFSET_2;SCHNAUZER;MIN;LOST;IMPOUNDED;0;P877419;STRAY;WEB;WEB;3/13/2019;00:00;11:05:00;3/14/2019;00:00;NORMAL;OTHER;00:00:00;K19-454474;70;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062096;OFFSET_2;PIT;BULL;LOST;IMPOUNDED;0;P877413;STRAY;WEB;WEB;3/13/2019;00:00;11:05:00;3/13/2019;00:00;NORMAL;OTHER;00:00:00;K19-454468;70;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062147;OFFSET_2;AUST;SHEPHERD;FOUND;IMPOUNDED;0;P877464;STRAY;WEB;WEB;3/13/2019;00:00;11:05:00;3/19/2019;00:00;NORMAL;OTHER;00:00:00;K19-454519;70;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062101;OFFSET_2;CHIHUAHUA;SH;LOST;IMPOUNDED;0;P877418;STRAY;WEB;WEB;3/13/2019;00:00;11:05:00;3/14/2019;00:00;NORMAL;OTHER;00:00:00;K19-454473;70;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062099;OFFSET_2;AUST;OFFSET_1TLE;OFFSET_2;FOUND;IMPOUNDED;0;P877416;STRAY;WEB;WEB;3/13/2019;00:00;11:05:00;3/14/2019;00:00;NORMAL;OTHER;00:00:00;K19-454471;70;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;
A1062139;OFFSET_2;ITAL;GREYHOUND;LOST;IMPOUNDED;0;P877456;STRAY;WEB;WEB;3/13/2019;00:00;11:05:00;3/18/2019;00:00;NORMAL;OTHER;00:00:00;K19-454511;70;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062132;OFFSET_2;GOLDEN;RETR;LOST;IMPOUNDED;0;P877449;STRAY;WEB;WEB;3/14/2019;00:00;11:05:00;3/17/2019;00:00;NORMAL;OTHER;00:00:00;K19-454504;69;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062117;OFFSET_2;AM;PIT;BULL;TER;FOUND;IMPOUNDED;0;P877434;STRAY;WEB;WEB;3/14/2019;00:00;11:05:00;3/15/2019;00:00;NORMAL;OTHER;00:00:00;K19-454489;69;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;
A1062103;OFFSET_2;GERM;SHEPHERD;LOST;IMPOUNDED;0;P877420;STRAY;WEB;WEB;3/14/2019;00:00;11:05:00;3/14/2019;00:00;NORMAL;OTHER;00:00:00;K19-454475;69;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1060936;OFFSET_2;PIT;BULL;PAWS;22;AVAILABLE;1;P0875851;12500;9;STRAY;AT;LARGE;OTHRINTAKS;CBM;3/14/2019;00:00;11:21:00;3/20/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-453120;SCAN;CHIP;OVER;THE;COUNTER;FREE;ADOPTION;69;FY2017;NEXT_FY;;;;;;;;;;
A1062100;OFFSET_2;GERM;SHEPHERD;LOST;IMPOUNDED;0;P877417;STRAY;WEB;WEB;3/14/2019;00:00;11:05:00;3/14/2019;00:00;NORMAL;OTHER;00:00:00;K19-454472;69;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062115;OFFSET_2;ROTTWEILER;FOUND;IMPOUNDED;0;P877432;STRAY;WEB;WEB;3/15/2019;00:00;11:05:00;3/15/2019;00:00;NORMAL;OTHER;00:00:00;K19-454487;68;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062114;OFFSET_2;WELSH;CORGI;CAR;LOST;IMPOUNDED;0;P877431;STRAY;WEB;WEB;3/15/2019;00:00;11:05:00;3/15/2019;00:00;NORMAL;OTHER;00:00:00;K19-454486;68;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;
A1062137;OFFSET_2;PIT;BULL;LOST;IMPOUNDED;0;P877454;STRAY;WEB;WEB;3/15/2019;00:00;11:05:00;3/18/2019;00:00;NORMAL;OTHER;00:00:00;K19-454509;68;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062154;OFFSET_2;AUST;OFFSET_1TLE;OFFSET_2;LOST;IMPOUNDED;0;P877471;STRAY;WEB;WEB;3/15/2019;00:00;11:05:00;3/19/2019;00:00;NORMAL;OTHER;00:00:00;K19-454526;68;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;
A1062107;OFFSET_2;GERM;SHEPHERD;LOST;IMPOUNDED;0;P877424;STRAY;WEB;WEB;3/15/2019;00:00;11:05:00;3/15/2019;00:00;NORMAL;OTHER;00:00:00;K19-454479;68;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062124;OFFSET_2;CHIHUAHUA;SH;LOST;IMPOUNDED;0;P877441;STRAY;WEB;WEB;3/15/2019;00:00;11:05:00;3/16/2019;00:00;NORMAL;OTHER;00:00:00;K19-454496;68;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062116;OFFSET_2;PIT;BULL;LOST;IMPOUNDED;0;P877433;STRAY;WEB;WEB;3/15/2019;00:00;11:05:00;3/15/2019;00:00;NORMAL;OTHER;00:00:00;K19-454488;68;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062145;OFFSET_2;YORKSHIRE;TERR;LOST;IMPOUNDED;0;P877462;STRAY;WEB;WEB;3/16/2019;00:00;11:05:00;3/18/2019;00:00;NORMAL;OTHER;00:00:00;K19-454517;67;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062126;OFFSET_2;MALTESE;LOST;IMPOUNDED;0;P877443;STRAY;WEB;WEB;3/16/2019;00:00;11:05:00;3/16/2019;00:00;NORMAL;OTHER;00:00:00;K19-454498;67;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062138;OFFSET_2;SCHNAUZER;MIN;LOST;IMPOUNDED;0;P877455;STRAY;WEB;WEB;3/16/2019;00:00;11:05:00;3/18/2019;00:00;NORMAL;OTHER;00:00:00;K19-454510;67;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062143;OFFSET_2;PUG;LOST;IMPOUNDED;0;P877460;STRAY;WEB;WEB;3/16/2019;00:00;11:05:00;3/18/2019;00:00;NORMAL;OTHER;00:00:00;K19-454515;67;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062129;OFFSET_2;SCHNAUZER;MIN;LOST;IMPOUNDED;0;P877446;STRAY;WEB;WEB;3/16/2019;00:00;11:05:00;3/17/2019;00:00;NORMAL;OTHER;00:00:00;K19-454501;67;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062140;OFFSET_2;PAPILLON;LOST;IMPOUNDED;0;P877457;STRAY;WEB;WEB;3/16/2019;00:00;11:05:00;3/18/2019;00:00;NORMAL;OTHER;00:00:00;K19-454512;67;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062125;OFFSET_2;AUST;OFFSET_1TLE;OFFSET_2;FOUND;IMPOUNDED;0;P877442;STRAY;WEB;WEB;3/16/2019;00:00;11:05:00;3/16/2019;00:00;NORMAL;OTHER;00:00:00;K19-454497;67;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;
A1062127;OFFSET_2;PIT;BULL;LOST;IMPOUNDED;0;P877444;STRAY;WEB;WEB;3/16/2019;00:00;11:05:00;3/16/2019;00:00;NORMAL;OTHER;00:00:00;K19-454499;67;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062134;OFFSET_2;GERM;SH;POINT;LOST;IMPOUNDED;0;P877451;STRAY;WEB;WEB;3/17/2019;00:00;11:05:00;3/17/2019;00:00;NORMAL;OTHER;00:00:00;K19-454506;66;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;
A1062144;OFFSET_2;SIBERIAN;HUSKY;FOUND;IMPOUNDED;0;P877461;STRAY;WEB;WEB;3/17/2019;00:00;11:05:00;3/18/2019;00:00;NORMAL;OTHER;00:00:00;K19-454516;66;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065450;OFFSET_2;LABRADOR;RETR;LOST;IMPOUNDED;0;P881388;STRAY;WEB;WEB;3/17/2019;00:00;13:47:00;3/27/2019;00:00;NORMAL;OTHER;00:00:00;K19-458432;66;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062133;OFFSET_2;AUST;SHEPHERD;LOST;IMPOUNDED;0;P877450;STRAY;WEB;WEB;3/17/2019;00:00;11:05:00;3/17/2019;00:00;NORMAL;OTHER;00:00:00;K19-454505;66;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062151;OFFSET_2;GERM;SHEPHERD;FOUND;IMPOUNDED;0;P877468;STRAY;WEB;WEB;3/17/2019;00:00;11:05:00;3/19/2019;00:00;NORMAL;OTHER;00:00:00;K19-454523;66;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062157;OFFSET_2;AM;PIT;BULL;TER;FOUND;IMPOUNDED;0;P877474;STRAY;WEB;WEB;3/17/2019;00:00;11:05:00;3/20/2019;00:00;NORMAL;OTHER;00:00:00;K19-454529;66;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;
A1062142;OFFSET_2;GERM;SHEPHERD;LOST;IMPOUNDED;0;P877459;STRAY;WEB;WEB;3/17/2019;00:00;11:05:00;3/18/2019;00:00;NORMAL;OTHER;00:00:00;K19-454514;66;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062153;OFFSET_2;GERM;SHEPHERD;LOST;IMPOUNDED;0;P877470;STRAY;WEB;WEB;3/17/2019;00:00;11:05:00;3/19/2019;00:00;NORMAL;OTHER;00:00:00;K19-454525;66;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062160;OFFSET_2;PEKINGESE;LOST;IMPOUNDED;0;P877477;STRAY;WEB;WEB;3/17/2019;00:00;11:05:00;3/21/2019;00:00;NORMAL;OTHER;00:00:00;K19-454532;66;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062141;OFFSET_2;POMERANIAN;LOST;IMPOUNDED;0;P877458;STRAY;WEB;WEB;3/17/2019;00:00;11:05:00;3/18/2019;00:00;NORMAL;OTHER;00:00:00;K19-454513;66;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062155;OFFSET_2;POODLE;MIN;LOST;IMPOUNDED;0;P877472;STRAY;WEB;WEB;3/17/2019;00:00;11:05:00;3/19/2019;00:00;NORMAL;OTHER;00:00:00;K19-454527;66;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062148;OFFSET_2;CAIRN;TERRIER;LOST;IMPOUNDED;0;P877465;STRAY;WEB;WEB;3/18/2019;00:00;11:05:00;3/19/2019;00:00;NORMAL;OTHER;00:00:00;K19-454520;65;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062161;OFFSET_2;CHIHUAHUA;SH;LOST;IMPOUNDED;0;P877478;STRAY;WEB;WEB;3/18/2019;00:00;11:05:00;3/21/2019;00:00;NORMAL;OTHER;00:00:00;K19-454533;65;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062146;OFFSET_2;SHIH;TZU;LOST;IMPOUNDED;0;P877463;STRAY;WEB;WEB;3/18/2019;00:00;11:05:00;3/19/2019;00:00;NORMAL;OTHER;00:00:00;K19-454518;65;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062156;OFFSET_2;ALASKAN;HUSKY;LOST;IMPOUNDED;0;P877473;STRAY;WEB;WEB;3/18/2019;00:00;11:05:00;3/19/2019;00:00;NORMAL;OTHER;00:00:00;K19-454528;65;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1061514;OFFSET_2;PIT;BULL;PAWS;6;AVAILABLE;A19-161065;1;P0876647;5500;4;STRAY;AT;LARGE;OTHRINTAKS;JC1574;3/19/2019;00:00;21:34:00;3/23/2019;00:00;TREATABLE;MANAGEABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-453807;SCAN;NO;CHIP;FIELD;FREE;ADOPTION;64;FY2017;NEXT_FY;;;;;;;;;;
A1062150;OFFSET_2;SHIH;TZU;FOUND;IMPOUNDED;0;P877467;STRAY;WEB;WEB;3/19/2019;00:00;11:05:00;3/19/2019;00:00;NORMAL;OTHER;00:00:00;K19-454522;64;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062162;OFFSET_2;GREAT;DANE;LOST;IMPOUNDED;0;P877479;STRAY;WEB;WEB;3/20/2019;00:00;11:05:00;3/21/2019;00:00;NORMAL;OTHER;00:00:00;K19-454534;63;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1065456;OFFSET_2;YORKSHIRE;TERR;LOST;IMPOUNDED;0;P881394;STRAY;WEB;WEB;3/20/2019;00:00;13:47:00;3/28/2019;00:00;NORMAL;OTHER;00:00:00;K19-458438;63;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1061575;OFFSET_2;PIT;BULL;PAWS;10;AVAILABLE;1;P0861759;800;2;STRAY;AT;LARGE;OTHRINTAKS;AH;3/20/2019;00:00;13:50:00;3/24/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-453878;SCAN;NO;CHIP;OVER;THE;COUNTER;FREE;ADOPTION;63;FY2017;NEXT_FY;;;;;;;;;
A1061712;OFFSET_2;LABRADOR;RETR;PSOFFSET_2;18;AVAILABLE;A19-161421;1;P9991763;4201;1;STRAY;AT;LARGE;DL1763STR;3/21/2019;00:00;17:13:00;3/25/2019;00:00;TREATABLE;REHABILITABLE;NON-CONTAGIOUS;ADOP;RESCU;OTHER;00:00:00;K19-454036;SCAN;NO;CHIP;FIELD;62;FY2017;NEXT_FY;;;;;;;;;;;;;
A1062165;OFFSET_2;SHIBA;INU;LOST;IMPOUNDED;0;P877482;STRAY;WEB;WEB;3/21/2019;00:00;11:05:00;3/21/2019;00:00;NORMAL;OTHER;00:00:00;K19-454537;62;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062166;OFFSET_2;GOLDEN;RETR;FOUND;IMPOUNDED;0;P877483;STRAY;WEB;WEB;3/21/2019;00:00;11:05:00;3/21/2019;00:00;NORMAL;OTHER;00:00:00;K19-454538;62;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062163;OFFSET_2;GOLDEN;RETR;LOST;IMPOUNDED;0;P877480;STRAY;WEB;WEB;3/21/2019;00:00;11:05:00;3/21/2019;00:00;NORMAL;OTHER;00:00:00;K19-454535;62;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
A1062164;OFFSET_2;CHIHUAHUA;LH;FOUND;IMPOUNDED;0;P877481;STRAY;WEB;WEB;3/21/2019;00:00;11:05:00;3/21/2019;00:00;NORMAL;OTHER;00:00:00;K19-454536;62;FY2017;NEXT_FY;;;;;;;;;;;;;;;;;;;;;;;;;;
