Animal_Id,animal_type,animal_breed,Kennel_Number,Kennel_Status,Tag_Type,Activity_Number,Activity_Sequence,Source_Id,Census_Tract,Council_District,intake_type,Intake_Subtype,Reason,Staff_Id,intake_date,intake_time,Due_Out,intake_condition,Hold_Request,Outcome_Type,Outcome_Date,Outcome_Time,Receipt_Number,Impound_Number,Service_Request_Number,Outcome_Condition,chip_status,Animal_Origin,Additional_Information,animal_stay_days,Month,Year,,,,
A1056878,Offset_2,YORKSHIRE TERR,LFSD 23,IMPOUNDED,,,1,P0773590,6502,1,OWNER SURRENDER,GENERAL,PERSNLISSU,BW,5/21/2019 0:00,16:50:00,5/21/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-462215,,,SCAN CHIP,OVER THE COUNTER,,1,FY2017,NEXT_FY,,,,
A1068432,Offset_2,CHIHUAHUA SH,IC 13,AVAILABLE,,,1,P0884700,12301,7,OWNER SURRENDER,GENERAL,PERSNLISSU,KS,5/21/2019 0:00,9:56:00,5/21/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-462081,,,SCAN CHIP,OVER THE COUNTER,,1,FY2017,NEXT_FY,,,,
A1062940,Offset_2,PIT BULL,ID23B,IMPOUNDED,,A19-174033,1,P0882821,5901,4,OWNER SURRENDER,GENERAL,HOUSING,RV1213,5/21/2019 0:00,12:59:00,5/21/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,,OTHER,,0:00:00,,K19-462135,,,SCAN CHIP,FIELD,,1,FY2017,NEXT_FY,,,,
A1035361,Offset_2,CHIHUAHUA SH,LFD 140,AVAILABLE,,,1,P0864765,5600,4,OWNER SURRENDER,GENERAL,HOUSING,DL,5/21/2019 0:00,14:01:00,5/21/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-462154,,,SCAN CHIP,OVER THE COUNTER,,1,FY2017,NEXT_FY,,,,
A1068568,Offset_2,PIT BULL,FAM GP 01,IMPOUNDED,,A19-174249,1,P0884795,9202,5,OWNER SURRENDER,GENERAL,FINANCIAL,VD1770,5/21/2019 0:00,18:50:00,5/21/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,,OTHER,,0:00:00,,K19-462243,,,SCAN NO CHIP,FIELD,,1,FY2017,NEXT_FY,,,,
A1046866,Offset_2,POODLE MIN,LFSD 23,IMPOUNDED,,,1,P0670308,6502,1,OWNER SURRENDER,GENERAL,PERSNLISSU,BW,5/21/2019 0:00,16:46:00,5/21/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-462214,,,SCAN CHIP,OVER THE COUNTER,,1,FY2017,NEXT_FY,,,,
A1068475,Offset_2,MIN PINSCHER,LFD 109,AVAILABLE,,,1,P0884731,12000,7,OWNER SURRENDER,GENERAL,HOUSING,BW,5/21/2019 0:00,13:32:00,5/21/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,OTHER,,0:00:00,,K19-462140,,,SCAN NO CHIP,OVER THE COUNTER,,1,FY2017,NEXT_FY,,,,
A1068459,Offset_2,LABRADOR RETR,LFD 049,IMPOUNDED,,,1,P0113690,12601,9,OWNER SURRENDER,GENERAL,NOTRIGHTFT,AH,5/21/2019 0:00,11:48:00,5/21/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,,OTHER,,0:00:00,,K19-462124,,,SCAN CHIP,OVER THE COUNTER,,1,FY2017,NEXT_FY,,,,
A1067490,Offset_2,PIT BULL,LFD 035,IMPOUNDED,,,1,P0875252,20500,6,OWNER SURRENDER,RETURN30,NOTRIGHTFT,AH,5/21/2019 0:00,13:02:00,5/21/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,,OTHER,,0:00:00,,K19-462134,,,SCAN CHIP,OVER THE COUNTER,,1,FY2017,NEXT_FY,,,,
A1068468,Offset_2,LABRADOR RETR,LFD 036,IMPOUNDED,,,1,P0822857,9202,5,OWNER SURRENDER,GENERAL,HOUSING,AH,5/21/2019 0:00,12:41:00,5/21/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,,OTHER,,0:00:00,,K19-462132,,,SCAN CHIP,OVER THE COUNTER,,1,FY2017,NEXT_FY,,,,
A1068585,Offset_2,PIT BULL,FAM GP 01,IMPOUNDED,,A19-174249,1,P0884795,9202,5,OWNER SURRENDER,GENERAL,FINANCIAL,VD1770,5/21/2019 0:00,18:50:00,5/21/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,,OTHER,,0:00:00,,K19-462260,,,SCAN NO CHIP,FIELD,,1,FY2017,NEXT_FY,,,,
A1037781,Offset_2,LABRADOR RETR,ID12B,IMPOUNDED,,,1,P0844372,4600,1,OWNER SURRENDER,GENERAL,NOTRIGHTFT,BW,5/21/2019 0:00,17:40:00,5/21/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,,OTHER,,0:00:00,,K19-462225,,,SCAN CHIP,OVER THE COUNTER,,1,FY2017,NEXT_FY,,,,
A0981333,Offset_2,LABRADOR RETR,LFD 051,IMPOUNDED,,,1,P0865779,9804,6,OWNER SURRENDER,GENERAL,HOUSING,DL,5/21/2019 0:00,14:20:00,5/21/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,,OTHER,,0:00:00,,K19-462163,,,SCAN CHIP,OVER THE COUNTER,,1,FY2017,NEXT_FY,,,,
A1068561,Offset_2,PIT BULL,FAM GP 01,IMPOUNDED,,A19-174249,1,P0884795,9202,5,OWNER SURRENDER,GENERAL,FINANCIAL,VD1770,5/21/2019 0:00,18:50:00,5/21/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,,OTHER,,0:00:00,,K19-462237,,,SCAN NO CHIP,FIELD,,1,FY2017,NEXT_FY,,,,
A1068567,Offset_2,PIT BULL,FAM GP 01,IMPOUNDED,,A19-174249,1,P0884795,9202,5,OWNER SURRENDER,GENERAL,FINANCIAL,VD1770,5/21/2019 0:00,18:50:00,5/21/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,,OTHER,,0:00:00,,K19-462242,,,SCAN NO CHIP,FIELD,,1,FY2017,NEXT_FY,,,,
A1068447,Offset_2,PIT BULL,LFD 052,IMPOUNDED,,,1,P0658064,9104,5,OWNER SURRENDER,GENERAL,HOUSING,AH,5/21/2019 0:00,11:24:00,5/21/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,,OTHER,,0:00:00,,K19-462105,,,SCAN NO CHIP,OVER THE COUNTER,,1,FY2017,NEXT_FY,,,,
A0985300,Offset_2,PIT BULL,ID01A,IMPOUNDED,,,1,P0870240,12211,7,OWNER SURRENDER,GENERAL,HOUSING,CBM,5/22/2019 0:00,11:07:00,5/22/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,,OTHER,,0:00:00,,K19-462325,,,SCAN CHIP,OVER THE COUNTER,,0,FY2017,NEXT_FY,,,,
A1057130,Offset_2,PIT BULL,RECEIVING,IMPOUNDED,,A19-174201,1,P0884833,8802,4,OWNER SURRENDER,GENERAL,OTHER,MW1723,5/22/2019 0:00,9:52:00,5/22/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,,OTHER,,0:00:00,,K19-462304,,,SCAN CHIP,FIELD,,0,FY2017,NEXT_FY,,,,
A1068604,Offset_2,GOLDEN RETR,RECEIVING,IMPOUNDED,,A19-174173,1,P0884825,9000,5,OWNER SURRENDER,GENERAL,OTHER,MM1759,5/22/2019 0:00,8:21:00,5/26/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,,OTHER,,0:00:00,,K19-462281,,,SCAN NO CHIP,FIELD,,0,FY2017,NEXT_FY,,,,
A1031644,Offset_2,PIT BULL,ID02A,IMPOUNDED,,,1,P0884842,11300,3,OWNER SURRENDER,GENERAL,PERSNLISSU,CBM,5/22/2019 0:00,11:20:00,5/29/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,POSSIBLY OWNED,OTHER,,0:00:00,,K19-462331,,,SCAN CHIP,OVER THE COUNTER,,0,FY2017,NEXT_FY,,,,
A1068582,Offset_2,PIT BULL,INJD 004,IMPOUNDED,,A19-174313,1,P0884811,5500,4,OWNER SURRENDER,GENERAL,MEDICAL,LH1724,5/22/2019 0:00,0:09:00,5/22/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,,OTHER,,0:00:00,,K19-462257,,,SCAN NO CHIP,FIELD,,0,FY2017,NEXT_FY,,,,
A1057564,Offset_2,LABRADOR RETR,PSOffset_2 14,AVAILABLE,,A19-153118,1,P9991704,6401,1,STRAY,AT LARGE,OTHRINTAKS,AS1579,2/6/2019 0:00,10:15:00,2/10/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-449134,,,SCAN NO CHIP,SWEEP,FREE ADOPTION,105,FY2017,NEXT_FY,,,,
A1065466,Offset_2,GERM SHEPHERD,LOST,IMPOUNDED,,,0,P881404,,,STRAY,WEB,,WEB,2/19/2019 0:00,13:47:00,3/30/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-458448,,,,,,92,FY2017,NEXT_FY,,,,
A1059194,Offset_2,PIT BULL,PAWS 14,AVAILABLE,,A19-156169,1,P0873251,9101,5,STRAY,AT LARGE,,AR1758,2/22/2019 0:00,15:56:00,2/26/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-450998,,,SCAN NO CHIP,FIELD,FREE ADOPTION,89,FY2017,NEXT_FY,,,,
A1065444,Offset_2,POMERANIAN,LOST,IMPOUNDED,,,0,P881382,,,STRAY,WEB,,WEB,2/23/2019 0:00,13:47:00,3/26/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-458426,,,,,,88,FY2017,NEXT_FY,,,,
A1065563,Offset_2,LABRADOR RETR,LOST,IMPOUNDED,,,0,P881501,,,STRAY,WEB,,WEB,2/26/2019 0:00,13:47:00,4/16/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-458545,,,,,,85,FY2017,NEXT_FY,,,,
A1062118,Offset_2,POODLE STND,LOST,IMPOUNDED,,,0,P877435,,,STRAY,WEB,,WEB,2/26/2019 0:00,11:05:00,3/15/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454490,,,,,,85,FY2017,NEXT_FY,,,,
A1062113,Offset_2,SIBERIAN HUSKY,LOST,IMPOUNDED,,,0,P877430,,,STRAY,WEB,,WEB,2/27/2019 0:00,11:05:00,3/15/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454485,,,,,,84,FY2017,NEXT_FY,,,,
A1059604,Offset_2,LABRADOR RETR,PSOffset_2 05,AVAILABLE,,A19-157141,1,P9991763,11702,8,STRAY,AT LARGE,OTHRINTAKS,DL1763,2/27/2019 0:00,20:30:00,3/3/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-451530,,,SCAN NO CHIP,FIELD,FREE ADOPTION,84,FY2017,NEXT_FY,,,,
A1059655,Offset_2,PIT BULL,PSOffset_2 08,AVAILABLE,,,1,P0874014,20500,6,STRAY,AT LARGE,OTHRINTAKS,BW,2/28/2019 0:00,12:20:00,3/4/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-451590,,,SCAN NO CHIP,OVER THE COUNTER,,83,FY2017,NEXT_FY,,,,
A1065462,Offset_2,POMERANIAN,LOST,IMPOUNDED,,,0,P881400,,,STRAY,WEB,,WEB,3/1/2019 0:00,13:47:00,3/29/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-458444,,,,,,82,FY2017,NEXT_FY,,,,
A1062181,Offset_2,MASTIFF,LOST,IMPOUNDED,,,0,P877498,,,STRAY,WEB,,WEB,3/3/2019 0:00,11:05:00,3/24/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454553,,,,,,80,FY2017,NEXT_FY,,,,
A1065434,Offset_2,MASTIFF,LOST,IMPOUNDED,,,0,P881372,,,STRAY,WEB,,WEB,3/3/2019 0:00,13:47:00,3/24/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-458416,,,,,,80,FY2017,NEXT_FY,,,,
A1059963,Offset_2,PIT BULL,PSOffset_2 10,AVAILABLE,,A19-157828,1,P9991765,11101,3,STRAY,CONFINED,OTHRINTAKS,RK1765,3/3/2019 0:00,16:01:00,3/7/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-451966,,,SCAN NO CHIP,FIELD,,80,FY2017,NEXT_FY,,,,
A1062094,Offset_2,CHIHUAHUA SH,LOST,IMPOUNDED,,,0,P877411,,,STRAY,WEB,,WEB,3/4/2019 0:00,11:05:00,3/13/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454466,,,,,,79,FY2017,NEXT_FY,,,,
A1062110,Offset_2,YORKSHIRE TERR,LOST,IMPOUNDED,,,0,P877427,,,STRAY,WEB,,WEB,3/8/2019 0:00,11:05:00,3/15/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454482,,,,,,75,FY2017,NEXT_FY,,,,
A1062158,Offset_2,GREAT PYRENEES,LOST,IMPOUNDED,,,0,P877475,,,STRAY,WEB,,WEB,3/8/2019 0:00,11:05:00,3/20/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454530,,,,,,75,FY2017,NEXT_FY,,,,
A1062167,Offset_2,HAVANESE,LOST,IMPOUNDED,,,0,P877484,,,STRAY,WEB,,WEB,3/8/2019 0:00,11:05:00,3/22/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454539,,,,,,75,FY2017,NEXT_FY,,,,
A1062172,Offset_2,CHIHUAHUA SH,LOST,IMPOUNDED,,,0,P877489,,,STRAY,WEB,,WEB,3/10/2019 0:00,11:05:00,3/24/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454544,,,,,,73,FY2017,NEXT_FY,,,,
A1062092,Offset_2,PIT BULL,FOUND,IMPOUNDED,,,0,P877409,,,STRAY,WEB,,WEB,3/10/2019 0:00,11:05:00,3/13/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454464,,,,,,73,FY2017,NEXT_FY,,,,
A1062069,Offset_2,LABRADOR RETR,FOUND,IMPOUNDED,,,0,P877386,,,STRAY,WEB,,WEB,3/10/2019 0:00,11:05:00,3/11/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454441,,,,,,73,FY2017,NEXT_FY,,,,
A1062068,Offset_2,AM PIT BULL TER,LOST,IMPOUNDED,,,0,P877385,,,STRAY,WEB,,WEB,3/10/2019 0:00,11:05:00,3/10/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454440,,,,,,73,FY2017,NEXT_FY,,,,
A1062152,Offset_2,CHIHUAHUA SH,LOST,IMPOUNDED,,,0,P877469,,,STRAY,WEB,,WEB,3/11/2019 0:00,11:05:00,3/19/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454524,,,,,,72,FY2017,NEXT_FY,,,,
A1062109,Offset_2,SCHNAUZER MIN,FOUND,IMPOUNDED,,,0,P877426,,,STRAY,WEB,,WEB,3/11/2019 0:00,11:05:00,3/15/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454481,,,,,,72,FY2017,NEXT_FY,,,,
A1062131,Offset_2,GOLDEN RETR,LOST,IMPOUNDED,,,0,P877448,,,STRAY,WEB,,WEB,3/11/2019 0:00,11:05:00,3/17/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454503,,,,,,72,FY2017,NEXT_FY,,,,
A1062136,Offset_2,GOLDEN RETR,FOUND,IMPOUNDED,,,0,P877453,,,STRAY,WEB,,WEB,3/11/2019 0:00,11:05:00,3/17/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454508,,,,,,72,FY2017,NEXT_FY,,,,
A1062111,Offset_2,GOLDEN RETR,FOUND,IMPOUNDED,,,0,P877428,,,STRAY,WEB,,WEB,3/11/2019 0:00,11:05:00,3/15/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454483,,,,,,72,FY2017,NEXT_FY,,,,
A1062135,Offset_2,GOLDEN RETR,FOUND,IMPOUNDED,,,0,P877452,,,STRAY,WEB,,WEB,3/11/2019 0:00,11:05:00,3/17/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454507,,,,,,72,FY2017,NEXT_FY,,,,
A1062097,Offset_2,WELSH CORGI CAR,FOUND,IMPOUNDED,,,0,P877414,,,STRAY,WEB,,WEB,3/12/2019 0:00,11:05:00,3/13/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454469,,,,,,71,FY2017,NEXT_FY,,,,
A1062091,Offset_2,SHIH TZU,LOST,IMPOUNDED,,,0,P877408,,,STRAY,WEB,,WEB,3/12/2019 0:00,11:05:00,3/13/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454463,,,,,,71,FY2017,NEXT_FY,,,,
A1062106,Offset_2,BICHON FRISE,LOST,IMPOUNDED,,,0,P877423,,,STRAY,WEB,,WEB,3/12/2019 0:00,11:05:00,3/15/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454478,,,,,,71,FY2017,NEXT_FY,,,,
A1062095,Offset_2,PLOTT HOUND,FOUND,IMPOUNDED,,,0,P877412,,,STRAY,WEB,,WEB,3/12/2019 0:00,11:05:00,3/13/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454467,,,,,,71,FY2017,NEXT_FY,,,,
A1062119,Offset_2,POINTER,LOST,IMPOUNDED,,,0,P877436,,,STRAY,WEB,,WEB,3/12/2019 0:00,11:05:00,3/15/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454491,,,,,,71,FY2017,NEXT_FY,,,,
A1062093,Offset_2,CAIRN TERRIER,LOST,IMPOUNDED,,,0,P877410,,,STRAY,WEB,,WEB,3/12/2019 0:00,11:05:00,3/13/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454465,,,,,,71,FY2017,NEXT_FY,,,,
A1062105,Offset_2,CAIRN TERRIER,FOUND,IMPOUNDED,,,0,P877422,,,STRAY,WEB,,WEB,3/13/2019 0:00,11:05:00,3/14/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454477,,,,,,70,FY2017,NEXT_FY,,,,
A1062102,Offset_2,SCHNAUZER MIN,LOST,IMPOUNDED,,,0,P877419,,,STRAY,WEB,,WEB,3/13/2019 0:00,11:05:00,3/14/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454474,,,,,,70,FY2017,NEXT_FY,,,,
A1062096,Offset_2,PIT BULL,LOST,IMPOUNDED,,,0,P877413,,,STRAY,WEB,,WEB,3/13/2019 0:00,11:05:00,3/13/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454468,,,,,,70,FY2017,NEXT_FY,,,,
A1062147,Offset_2,AUST SHEPHERD,FOUND,IMPOUNDED,,,0,P877464,,,STRAY,WEB,,WEB,3/13/2019 0:00,11:05:00,3/19/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454519,,,,,,70,FY2017,NEXT_FY,,,,
A1062101,Offset_2,CHIHUAHUA SH,LOST,IMPOUNDED,,,0,P877418,,,STRAY,WEB,,WEB,3/13/2019 0:00,11:05:00,3/14/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454473,,,,,,70,FY2017,NEXT_FY,,,,
A1062099,Offset_2,AUST Offset_1TLE Offset_2,FOUND,IMPOUNDED,,,0,P877416,,,STRAY,WEB,,WEB,3/13/2019 0:00,11:05:00,3/14/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454471,,,,,,70,FY2017,NEXT_FY,,,,
A1062139,Offset_2,ITAL GREYHOUND,LOST,IMPOUNDED,,,0,P877456,,,STRAY,WEB,,WEB,3/13/2019 0:00,11:05:00,3/18/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454511,,,,,,70,FY2017,NEXT_FY,,,,
A1062132,Offset_2,GOLDEN RETR,LOST,IMPOUNDED,,,0,P877449,,,STRAY,WEB,,WEB,3/14/2019 0:00,11:05:00,3/17/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454504,,,,,,69,FY2017,NEXT_FY,,,,
A1062117,Offset_2,AM PIT BULL TER,FOUND,IMPOUNDED,,,0,P877434,,,STRAY,WEB,,WEB,3/14/2019 0:00,11:05:00,3/15/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454489,,,,,,69,FY2017,NEXT_FY,,,,
A1062103,Offset_2,GERM SHEPHERD,LOST,IMPOUNDED,,,0,P877420,,,STRAY,WEB,,WEB,3/14/2019 0:00,11:05:00,3/14/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454475,,,,,,69,FY2017,NEXT_FY,,,,
A1060936,Offset_2,PIT BULL,PAWS 22,AVAILABLE,,,1,P0875851,12500,9,STRAY,AT LARGE,OTHRINTAKS,CBM,3/14/2019 0:00,11:21:00,3/20/2019 0:00,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOP RESCU,OTHER,,0:00:00,,K19-453120,,,SCAN CHIP,OVER THE COUNTER,FREE ADOPTION,69,FY2017,NEXT_FY,,,,
A1062100,Offset_2,GERM SHEPHERD,LOST,IMPOUNDED,,,0,P877417,,,STRAY,WEB,,WEB,3/14/2019 0:00,11:05:00,3/14/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454472,,,,,,69,FY2017,NEXT_FY,,,,
A1062115,Offset_2,ROTTWEILER,FOUND,IMPOUNDED,,,0,P877432,,,STRAY,WEB,,WEB,3/15/2019 0:00,11:05:00,3/15/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454487,,,,,,68,FY2017,NEXT_FY,,,,
A1062114,Offset_2,WELSH CORGI CAR,LOST,IMPOUNDED,,,0,P877431,,,STRAY,WEB,,WEB,3/15/2019 0:00,11:05:00,3/15/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454486,,,,,,68,FY2017,NEXT_FY,,,,
A1062137,Offset_2,PIT BULL,LOST,IMPOUNDED,,,0,P877454,,,STRAY,WEB,,WEB,3/15/2019 0:00,11:05:00,3/18/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454509,,,,,,68,FY2017,NEXT_FY,,,,
A1062154,Offset_2,AUST Offset_1TLE Offset_2,LOST,IMPOUNDED,,,0,P877471,,,STRAY,WEB,,WEB,3/15/2019 0:00,11:05:00,3/19/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454526,,,,,,68,FY2017,NEXT_FY,,,,
A1062107,Offset_2,GERM SHEPHERD,LOST,IMPOUNDED,,,0,P877424,,,STRAY,WEB,,WEB,3/15/2019 0:00,11:05:00,3/15/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454479,,,,,,68,FY2017,NEXT_FY,,,,
A1062124,Offset_2,CHIHUAHUA SH,LOST,IMPOUNDED,,,0,P877441,,,STRAY,WEB,,WEB,3/15/2019 0:00,11:05:00,3/16/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454496,,,,,,68,FY2017,NEXT_FY,,,,
A1062116,Offset_2,PIT BULL,LOST,IMPOUNDED,,,0,P877433,,,STRAY,WEB,,WEB,3/15/2019 0:00,11:05:00,3/15/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454488,,,,,,68,FY2017,NEXT_FY,,,,
A1062145,Offset_2,YORKSHIRE TERR,LOST,IMPOUNDED,,,0,P877462,,,STRAY,WEB,,WEB,3/16/2019 0:00,11:05:00,3/18/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454517,,,,,,67,FY2017,NEXT_FY,,,,
A1062126,Offset_2,MALTESE,LOST,IMPOUNDED,,,0,P877443,,,STRAY,WEB,,WEB,3/16/2019 0:00,11:05:00,3/16/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454498,,,,,,67,FY2017,NEXT_FY,,,,
A1062138,Offset_2,SCHNAUZER MIN,LOST,IMPOUNDED,,,0,P877455,,,STRAY,WEB,,WEB,3/16/2019 0:00,11:05:00,3/18/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454510,,,,,,67,FY2017,NEXT_FY,,,,
A1062143,Offset_2,PUG,LOST,IMPOUNDED,,,0,P877460,,,STRAY,WEB,,WEB,3/16/2019 0:00,11:05:00,3/18/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454515,,,,,,67,FY2017,NEXT_FY,,,,
A1062129,Offset_2,SCHNAUZER MIN,LOST,IMPOUNDED,,,0,P877446,,,STRAY,WEB,,WEB,3/16/2019 0:00,11:05:00,3/17/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454501,,,,,,67,FY2017,NEXT_FY,,,,
A1062140,Offset_2,PAPILLON,LOST,IMPOUNDED,,,0,P877457,,,STRAY,WEB,,WEB,3/16/2019 0:00,11:05:00,3/18/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454512,,,,,,67,FY2017,NEXT_FY,,,,
A1062125,Offset_2,AUST Offset_1TLE Offset_2,FOUND,IMPOUNDED,,,0,P877442,,,STRAY,WEB,,WEB,3/16/2019 0:00,11:05:00,3/16/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454497,,,,,,67,FY2017,NEXT_FY,,,,
A1062127,Offset_2,PIT BULL,LOST,IMPOUNDED,,,0,P877444,,,STRAY,WEB,,WEB,3/16/2019 0:00,11:05:00,3/16/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454499,,,,,,67,FY2017,NEXT_FY,,,,
A1062134,Offset_2,GERM SH POINT,LOST,IMPOUNDED,,,0,P877451,,,STRAY,WEB,,WEB,3/17/2019 0:00,11:05:00,3/17/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454506,,,,,,66,FY2017,NEXT_FY,,,,
A1062144,Offset_2,SIBERIAN HUSKY,FOUND,IMPOUNDED,,,0,P877461,,,STRAY,WEB,,WEB,3/17/2019 0:00,11:05:00,3/18/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454516,,,,,,66,FY2017,NEXT_FY,,,,
A1065450,Offset_2,LABRADOR RETR,LOST,IMPOUNDED,,,0,P881388,,,STRAY,WEB,,WEB,3/17/2019 0:00,13:47:00,3/27/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-458432,,,,,,66,FY2017,NEXT_FY,,,,
A1062133,Offset_2,AUST SHEPHERD,LOST,IMPOUNDED,,,0,P877450,,,STRAY,WEB,,WEB,3/17/2019 0:00,11:05:00,3/17/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454505,,,,,,66,FY2017,NEXT_FY,,,,
A1062151,Offset_2,GERM SHEPHERD,FOUND,IMPOUNDED,,,0,P877468,,,STRAY,WEB,,WEB,3/17/2019 0:00,11:05:00,3/19/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454523,,,,,,66,FY2017,NEXT_FY,,,,
A1062157,Offset_2,AM PIT BULL TER,FOUND,IMPOUNDED,,,0,P877474,,,STRAY,WEB,,WEB,3/17/2019 0:00,11:05:00,3/20/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454529,,,,,,66,FY2017,NEXT_FY,,,,
A1062142,Offset_2,GERM SHEPHERD,LOST,IMPOUNDED,,,0,P877459,,,STRAY,WEB,,WEB,3/17/2019 0:00,11:05:00,3/18/2019 0:00,NORMAL,,OTHER,,0:00:00,,K19-454514,,,,,,66,FY2017,NEXT_FY,,,,
